Id	Text	Label
SA_TU_281	ಪ್ಲೀಸ್ ಫ಼ುಲ್ಲ್ ಮೂವಿ ಅಪ್ಲೊಡ್ ಮಲ್ಪುಲೆ	Negative
SA_TU_282	sridhar shettigar subscribe our channel wwwyoutubecomnammatvchannel	Not Tulu
SA_TU_283	maatherla tulu chithrarangan pugarnaga masth proud aapunduprathi janmogla tuluveraadh puttodundh aapundu	Positive
SA_TU_284	ha ha ha ayoooo ajiiiiii love uuuuu😂😂😂🤣😘	Positive
SA_TU_285	esta ijji dane  selfie gepere	Neutral
SA_TU_286	su me kering beypad thintha he	Not Tulu
SA_TU_287	comedy with grear message	Not Tulu
SA_TU_288	😂😂 mone daane nanala thojadhijar santhu na 😂	Negative
SA_TU_289	bolar padil vamanjoor budnda double meaning malpandhe eregla comedy malpereg gothujji	Neutral
SA_TU_290	arena goli baje very crispy 😅😅😅😅😅 uncle na bonda😅😅😅😅😅😅😅	Positive
SA_TU_291	congrats anna for 100k subscribers	Not Tulu
SA_TU_292	ಬಲೇ ತೆಲಿಪ್ಪಾಪೇ ನೋಡಿದ್ರೆ	Not Tulu
SA_TU_293	ಎಡ್ಡೆ ಎಪಿಸೋಡ್ ಮಾತೆರ್ನಲ ಅಭಿನಯ ಸೂಪರ್ಜೈ ಸುಂದರನ್ನಜೈ ದೀಪಕಣ್ಣ	Positive
SA_TU_294	are rikshawalewt an acting	Not Tulu
SA_TU_295	what an acting😍 we lov vamanjoor	Not Tulu
SA_TU_296	super my fvrt program	Not Tulu
SA_TU_297	adakke sariyāgi nanna aṇṇa nirdēśakanāgiddāne	Not Tulu
SA_TU_298	need sachin aane also for this kinda chalenge ❤️	Not Tulu
SA_TU_299	1 minutes challenge ejja mare nigalna	Neutral
SA_TU_300	enchina comedy ye	Mixed
SA_TU_301	daneye kappu colour dongi malpuna  niklena bari over and gottanda	Neutral
SA_TU_302	i think you are much familiar with uppala place	Not Tulu
SA_TU_303	yaan mann thumbunu	Neutral
SA_TU_304	he is very handsome bt ayna pukuli maya athina ol nadnu	Not Tulu
SA_TU_305	thnk uu sirthnk u so much keep support	Not Tulu
SA_TU_306	kudla d olpa ella erena spr samual ❤	Mixed
SA_TU_307	"ತುಲು ಬಾಸೆನ್ ಅಧಿಕೃತ ಮಲ್ಪರೆಗಾದ್ ಅರಿಕೆ

kl    "	Neutral
SA_TU_308	walter ಒಂತೆ ಉದ್ದ ಇತ್ತಿನೆಟ್ ಬಚಾವು ಇಜ್ಜಿಂಡಾ ಇರುವೆರ್ಲಾ ಸೇರ್ದ್ ಅರೆನೇ ತಿಂತುವೆರ್	Negative
SA_TU_309	bangude edde sale avu nana	Negative
SA_TU_310	ಎಂಚಿನ ಅವಸ್ಥೆ  ಮಾರ್ರೆ	Neutral
SA_TU_311	actors are good but concept is hurting religious point 	Not Tulu
SA_TU_312	omg samuel 🫶🫶 rakshita wow super 🫶	Not Tulu
SA_TU_313	umash comedy we like	Not Tulu
SA_TU_314	grat thulunadu very nice	Not Tulu
SA_TU_315	full film padle bro plz	Positive
SA_TU_316	ಈರ್ ಅವೊಲಿ ಮಾರೆ ರಾತ್ರೆ ಪುಲ್ಯ ಆಪಿನ ದುಂಬು ಸ್ಕ್ರಿಪ್ಟ್ ರೆಡಿ ಮಲ್ತ್ ಶೋ ರೆಡಿ ಮಲ್ತರತಾ	Neutral
SA_TU_317	"ರಾಜ್ಯ ಬಾಸೆ ತುಲು ಆವೊಡುಂದ್ ಬಿನ್ನಪು

kl  "	Neutral
SA_TU_318	ur so upgrading urself good move man	Positive
SA_TU_319	bare edde vishaya n bare shok de kushal d therpadar 	Positive
SA_TU_320	the eyes are closed seeing the paint or is it lens🤔	Not Tulu
SA_TU_321	wonderful lyrics aww song everything is well donebest of luck 😍😍😍	Not Tulu
SA_TU_322	yan santhu n kindnap mnpoda😂	Neutral
SA_TU_323	   thnqqq sirakka nataka tikkundala padle	Positive
SA_TU_324	deepk rai super comedy	Positive
SA_TU_325	superb just awsome great goingall the best from team 	Not Tulu
SA_TU_326	😍😍😍😍  super voice jaiii tulunaad	Positive
SA_TU_327	sandeep shetty 🥰 awesome acting keep it up🥰	Not Tulu
SA_TU_328	daayena eath laik da film n la unlike manpvar	Mixed
SA_TU_329	kya socha anna super 🔥🔥🔥	Positive
SA_TU_330	ಬಾರಿ ಪೊರ್ಲುದ ಸಾಹಿತ್ಯ ಮೊಡೆತೆರ್  ಪದ ಪಂಡಿನಲಾ ಬಾರಿ ಪೊರ್ಲು ನಿಕ್ಲೆ ತಂಡಗ್ ಶುಭ ಆವಡ್	Positive
SA_TU_331	ಕ್ಲೈಮ್ಯಾಕ್ಸ್ yedde ಆಯಿಜಿ comedy suprrr	Positive
SA_TU_332	amogha bhaynkara abhinaya prashantck bangadi yan telipun bari kadime undunikalna e hasyathoduenktelthtelthsaakandgodblessingsyouall	Mixed
SA_TU_333	pls dont use english only use tulu	Not Tulu
SA_TU_334	"rt  ಸೊಲ್ಮೆಲು
thank you

🐄dakshina kannada cooperative milk producers union limited

 
 https…"	Not Tulu
SA_TU_335	materla old artist new artist g  avakasha 	Negative
SA_TU_336	"ಸುರ್ಯ ಶ್ರೀ ಸದಾಶಿವ ರುದ್ರ ದೇವಲ್ಯ ಅಲ್ತ ಮಣ್ಣ್‌ದ ಪರಕೆರ್ದಾವರ ಪುದರ್  ಪಡೆದುಂಡು

ನಮ್ಮಊರು "	Neutral
SA_TU_337	that was epic first video of mik that i had watched poooyeeeee	Not Tulu
SA_TU_338	649 first ge areg kena yedde athund	Mixed
SA_TU_339	wow  super geet	Not Tulu
SA_TU_340	yan mik subscribe maltini ye sharan chilimbi rdh 😂🔥❤️	Neutral
SA_TU_341	ಬಾರಿ ಪೊರ್ಲುದ ಯಕ್ಷ  ರಸ  ಕೋಟಿ ಚೆನ್ನಯೆರ್ನ ಪೊರ್ಲುದ ಸಾರಾoಶ 🙏🙏	Positive
SA_TU_342	i am big fan of prajwal his dialogues r great because of yakshagana background	Not Tulu
SA_TU_343	aunty mat kahona 😃😃😃	Positive
SA_TU_344	padil is from vadra coness natural	Not Tulu
SA_TU_345	ತೆಲ್ತ್ ತೆಲ್ತ್ ಸಾಕಾಂಡ್	Positive
SA_TU_346	ಕಣ್ಣೂದ ರೆಪ್ಪೆಳ ಮುಚ್ಚನದೇನೆ	Neutral
SA_TU_347	bhai  yedde maldar but erna santhu yer pandh ora thuvod	Mixed
SA_TU_348	ಸಂತುನ್ ವರ ತೋಜಲೆ ಮರೆ	Neutral
SA_TU_349	ಸೂಪರ್ ಹಾಸ್ಯ ಸೂಪರ್ ಮನರಂಜನೆ thank you mijar  team thank you namma tv	Not Tulu
SA_TU_350	😁😁😁im big fan of you	Not Tulu
SA_TU_351	sir pls full movie upload manpule	Mixed
SA_TU_352	porl aatnd song	Not Tulu
SA_TU_353	still looking for pukuli 🤣 🤣 🤣	Not Tulu
SA_TU_354	supar baghavathige good thanks	Not Tulu
SA_TU_355	niklena studio bejai d uppunu athe	Negative
SA_TU_356	kapikad sir na voice bari shok undu	Mixed
SA_TU_357	that sound was unnecessary 😂😂rest all were fab 🔥😂😂	Not Tulu
SA_TU_358	lelele ee manipade kulu	Neutral
SA_TU_359	 want santhu back😍	Not Tulu
SA_TU_360	go vegan 🌱 sulae makla	Mixed
SA_TU_361	super story onte comedy la uppad 👌	Positive
SA_TU_362	superbdp jp andall full drama padlebroi❤❤❤	Positive
SA_TU_363	very good acting eeranna and shobha rai keep it up	Not Tulu
SA_TU_364	woww sppr marre	Neutral
SA_TU_365	super adu undu	Positive
SA_TU_366	best ever review 😂🤣 i have seen in my life	Not Tulu
SA_TU_367	fabulous lyrics 👌❤️	Not Tulu
SA_TU_368	yenchina comedy mareyere 😀😀	Neutral
SA_TU_369	beautiful anchoring too good best performance	Not Tulu
SA_TU_370	he lost his father recently so u know the rituals	Not Tulu
SA_TU_371	super kapikad anna  tulu film nanala ettharag belevad	Positive
SA_TU_372	that graveyard part was soo funny	Not Tulu
SA_TU_373	1st view within 11 seconds	Neutral
SA_TU_374	ಸೂಪರ್ ಸಚಿನ್ ಅಣ್ಣ	Positive
SA_TU_375	ದಿನಾಲ ಶೋ ಉಪ್ಪುಂಡು ಓಲಾಂಡಲಅಲ್ಪ‌ ತೂವೊಲಿ	Neutral
SA_TU_376	aiyyoooo that sound effects	Not Tulu
SA_TU_377	already release agide mathe yake trailer	Positive
SA_TU_378	yankala though song mast eshta anda	Mixed
SA_TU_379	part 2 malple gammath aapund😂	Mixed
SA_TU_380	love you ajjisooo cute	Not Tulu
SA_TU_381	anna inchina same content namak bodu 😚☺️	Mixed
SA_TU_382	aravind bolar sir is superb 👌👌👌	Not Tulu
SA_TU_383	feels like watching evil dead movie 👍	Not Tulu
SA_TU_384	ಭಯಂಕರ ಪುಕುಲಿ u200cu200c heavy pukuli 	Neutral
SA_TU_385	wow nice songs i like it	Not Tulu
SA_TU_386	raikile erenglisha teamg danyavadagalu	Mixed
SA_TU_387	full meals comedy super	Positive
SA_TU_388	baleg vanthe chips thikkuva    dialogue da character manthinar	Neutral
SA_TU_389	umbena pukuli burn aand ge 😜😂😜😂	Neutral
SA_TU_390	haha yedde comedy marre	Mixed
SA_TU_391	❤❤❤❤❤❤ shree guliga daive ❤❤❤❤	Neutral
SA_TU_392	arena pukuli n naadereg  yer pura barpar like malpule	Neutral
SA_TU_393	please inchanay seasons continue malpulay vijayanna bokka shiva sharan shettr best off luck	Positive
SA_TU_394	aath yaavand ye	Mixed
SA_TU_395	ora santhu n tojale😂😅	Neutral
SA_TU_396	nanu kai nodkonde	Positive
SA_TU_397	different meaning in our language	Not Tulu
SA_TU_398	akka tulu nataka devdas kapikad  aravind bolarr	Positive
SA_TU_399	sooper itte olu thundala ambade kitte	Negative
SA_TU_400	congratulations deekshakkkka ❤️and all d very bestttttt shine high ✨❣️	Mixed
SA_TU_401	undu artists situation toodhu dakkini😂😂😂😂 super skit	Positive
SA_TU_402	ಭಲೇ ಪಡಿಲ್ ವಾಮಂಜೂರು ಜೋಡಿ ️	Not Tulu
SA_TU_403	tubelight movie review malpule arpith	Negative
SA_TU_404	only tulu nadu mathe kundapura kannadigaru can understand 🙄😂	Positive
SA_TU_405	ಬಾರೀ ಕುಶ್ಶೀ ಆಪುಂಡು ಶುದ್ದ ತುಲು ಕೇನರ  ನಿಜವಾದ್ ಅಡಿಗೆದ ಬೇಲೆ ತೂದು ಕಲ್ಪೊಡ್  ನಮ	Neutral
SA_TU_406	"

"	Not Tulu
SA_TU_407	गित यति राम्रो छ तर भिउज किन गयन 	Not Tulu
SA_TU_408	natakada name dde plz upload it	Not Tulu
SA_TU_409	nepali dakleg confuse avond und comments kandabatte undu aaanda ovla artha apuji pandh🤣🤣	Neutral
SA_TU_410	film d yedde review undu😆😆😆😆	Negative
SA_TU_411	wow ajji love you  radd budle ajjj areg😄😄😄😄😄	Neutral
SA_TU_412	bro manglore the javnerna gobbuda bagge video malpi	Not Tulu
SA_TU_413	op santu in the chat	Not Tulu
SA_TU_414	prajwalere vante koragappana style undandh	Mixed
SA_TU_415	super jai tulunadu	Positive
SA_TU_416	dont insult our vishwakarma samaja🙏	Mixed
SA_TU_417	performens good and best hasya kalavidarpandanikalnachaippodu	Not Tulu
SA_TU_418	full video super aathnd bro i have enjoyed alot	Not Tulu
SA_TU_419	atid onji dina film ol tikkund	Neutral
SA_TU_420	salman pinkhan na movied yedde undu review movie ithand😂 good goin bro loved it	Negative
SA_TU_421	super athnd  annanala akkanala acting	Positive
SA_TU_422	subscribe  bra chaddi	Not Tulu
SA_TU_423	super umesh anna	Positive
SA_TU_424	we want to see santhus real face plzzz	Not Tulu
SA_TU_425	"ತುಳು ಬರವುಮಾಲೆದ 12ನೇ ಅಚ್ಚರ  è  ಎ  എ


 "	Neutral
SA_TU_426	yenchina upabhre a santuna	Neutral
SA_TU_427	1252 100 yelru avra avra ky beralanna nodkonde iratre	Not Tulu
SA_TU_428	music director destroyed the full episode here	Not Tulu
SA_TU_429	ಮಸ್ತ್  ಲೈಕ್  ಅತುಂಡ್	Mixed
SA_TU_430	imber benkinatheshvara atadarathe spr comedy	Positive
SA_TU_431	hi rakshitapls share urs n vikas na story when n how u guys met😊	Mixed
SA_TU_432	ಸ್ಟೀಲ್ ಪಾತ್ರೆ use ಮಲ್ಪುಲೇ 🙏	Neutral
SA_TU_433	"consonant sa ಸ സ


 "	Neutral
SA_TU_434	ಬಲೇ ಬಪ್ಪರ್ ರ್ಪಾತೆರ್ಲೆ	Mixed
SA_TU_435	navine nanji d saipeayag avve pokalabukka mc savuda mc ayana	Negative
SA_TU_436	bari porluda comedy show	Not Tulu
SA_TU_437	really actng what a beautifultulu cinema g ninna lekka actor bodbest of luck baby	Not Tulu
SA_TU_438	superb thanks namma tv	Positive
SA_TU_439	full episode padle	Positive
SA_TU_440	really  he is  stright forward	Not Tulu
SA_TU_441	thoroughly enjoyed the song was definitely worth the waitwonderful lyrics and cinematography 🥰	Not Tulu
SA_TU_442	"ಜನಪ್ರತಿನಿಧಿಗಳಲ್ಲಿ ನಮ್ಮ ಕೆಲವೊಂದು ಪ್ರಶ್ನೆಗಳು ಉತ್ತರದ ನಿರೀಕ್ಷೆಯಲ್ಲಿ
kl
 
 "	Positive
SA_TU_443	annaaa jokulu la thooper irna videos beep beeep🤭🤐😬😝😝😝	Neutral
SA_TU_444	you are best best than arpith ❤️❤️❤️❤️❤️❤️❤️	Not Tulu
SA_TU_445	avu sapthapadi padunaga music padiyere please avu music ovu song da	Mixed
SA_TU_446	ಕಲಾವಿದರು ದೇಶದ ಆಸ್ತಿ	Not Tulu
SA_TU_447	erandala pilibail yamunakka movied medical d ippuna artist na pudar panle plz	Negative
SA_TU_448	ಸುರುಡ್ದು ಅಕೇರಿ ಮುಟ್ಟದ ಆಡಿಯೋ ಉಂಡ ದನಿಕುಲೇ	Neutral
SA_TU_449	wow abba amogha abhinaya prajwalkumar bokka prashantck nikalnachinakulu bode nikulu ijjardala mini avanndya	Positive
SA_TU_450	pukuli tikknda yereg andalamangloreans	Neutral
SA_TU_451	super next video madi	Not Tulu
SA_TU_452	ಭೋಜರಾಜ್ ನಾಟಕ budiyara	Mixed
SA_TU_453	4 jana 1st view	Neutral
SA_TU_454	nice editing bro and best news 👌👌😅	Not Tulu
SA_TU_455	jk film du malple	Mixed
SA_TU_456	todays show felt so incomplete without santhu 🙈	Not Tulu
SA_TU_457	bari supr soku atnd  supr maltudr matrla mst kusi and  climax	Positive
SA_TU_458	undhe n youtube d thooyere andala mobile bodathe	Negative
SA_TU_459	nalathu topic pasondu barondu upule vv sir	Mixed
SA_TU_460	bro video onchooru long manpuleer thuijindala yan full thoovoli👍🔥😍	Neutral
SA_TU_461	good ideas but lengthy narration  acting costumes and makeup natural	Positive
SA_TU_462	"ಕೇರಳ ರಾಜ್ಯೊಡು

           "	Mixed
SA_TU_463	yan lakkad korpae e kankane paad	Neutral
SA_TU_464	yenna fvrt umeshanna  solmelu all team gu	Positive
SA_TU_465	nan brandu rupa jan guru	Not Tulu
SA_TU_466	ಸೂಪರ್ ಸರ್ ಸಾಂಗ್ ಬ್ಯೂಟಿಫುಲ್ lyrics👌❤️😍	Not Tulu
SA_TU_467	ಹಿಂದಕ್ಕೆ ಕೆ ಸೇರಿಸ್ಕೊ😂😂😂	Not Tulu
SA_TU_468	ayo devare thelthud thelthud sakand	Neutral
SA_TU_469	nikul great yethanks for entertaining us	Not Tulu
SA_TU_470	uthsav na retteg taaka paadle	Neutral
SA_TU_471	av movie yncha download palpunu app d	Negative
SA_TU_472	baari porlu superrrrr	Positive
SA_TU_473	ಶುಭ ಗುರುವಾರದ ಶುಭ ಹಾರೈಕೆಗಳು	Mixed
SA_TU_474	ನಿಕ್ಕು ನಾಯಿಗೂ ಮಧಿಮೆ ಅತ್ಹುಂಡ 😂😂	Neutral
SA_TU_475	comedywowpura ellad la gas da vishayad	Neutral
SA_TU_476	thoma thoma thoma thoma	Neutral
SA_TU_477	this business hs to bi stopped regarding pooja	Not Tulu
SA_TU_478	yenglishna fav team prashamsa porlu telipaver lastg yedde message korper best team	Positive
SA_TU_479	kudla dakle mata mule serdarande	Neutral
SA_TU_480	rt  karnataka assembly session starts today  is yet to receive official recognition from the govt we shall observe for…	Not Tulu
SA_TU_481	kule baaaaari uddddddaaaaaye	Neutral
SA_TU_482	when you come here and see all tuluvas comments	Not Tulu
SA_TU_483	yappa devare ivaru yalli avaru marre	Mixed
SA_TU_484	arpiths one man show comes every thursday	Not Tulu
SA_TU_485	652 da onji review malpule	Negative
SA_TU_486	hhahahhahhha super duper comedy	Positive
SA_TU_487	dadeye arpith err comments reply korpujar baari bejar	Not Tulu
SA_TU_488	part 2 manpule  brosuper story	Negative
SA_TU_489	aravinderu  masthu sapoora aayerathe	Mixed
SA_TU_490	kattapa new look super  😜😜	Positive
SA_TU_491	very nice bhagavathike	Not Tulu
SA_TU_492	ಇದ್ಯಾವ ಬಾಶೆನೊ ಮಾರಾಯ	Neutral
SA_TU_493	chaiythra eer wanji conseft malupule pleas eeer acting thuyere masth kusi aapundu	Mixed
SA_TU_494	ಈರ್  ಭಯಂಕರ  ಮಾರ್ರೆ  aue ಮಾಯಾ  ಅದುಲ  dance  manpuvarata	Negative
SA_TU_495	samartha himmela boka mummela	Mixed
SA_TU_496	yet sala tundala bore apuji️	Neutral
SA_TU_497	sama beary bandle pinendre joke akro	Positive
SA_TU_498	suprrrr 3 kukkku chotu	Neutral
SA_TU_499	e uganda daye adippodu 😂😂😂	Negative
SA_TU_500	nikulu dala tinande sumar dina andathenna dala tinle marre	Neutral
SA_TU_501	ovvu film da 	Mixed
SA_TU_502	maya ati na pukulin plastic surgery malth sari malpuga 🐱	Neutral
SA_TU_503	dheeraj rai you rock with superb voice raga and thaala mesmerising performance 🙏🙏	Not Tulu
SA_TU_504	anulu bachelor party ge kapunu	Neutral
SA_TU_505	good efforts by team  keep going ❤️	Not Tulu
SA_TU_506	lobo travels 3 loberna mujet nelond ulle	Positive
SA_TU_507	एकदम  दामी  लाग्यो मलाई यों गीत।	Positive
SA_TU_508	admin confuse aape	Not Tulu
SA_TU_509	ಬಾರಿ ಸೋಕುದ ಪದ  ತುಳುನಾಡ ಪೊರ್ಲು	Positive
SA_TU_510	ಕಾಪಿಕಾಡಣ್ಣನ ಸ್ವರ ಎಡ್ಡೆ ಉಂಡು	Positive
SA_TU_511	this is arpit ka man ka aawaaz when santhu hits a score 🤣🤣🤣🤣🙈🤣🤣🤣	Not Tulu
SA_TU_512	navin padeel good job👍	Mixed
SA_TU_513	pukuli da wa maya mare😂😂😂	Neutral
SA_TU_514	ranga bolli madav super actng good luck	Positive
SA_TU_515	boda na onjji pucchey	Neutral
SA_TU_516	superb hair style and without mush and beared looking change changes is permanent	Not Tulu
SA_TU_517	6000 da kule eethe	Neutral
SA_TU_518	script tight divare try malpule	Negative
SA_TU_519	nice song pukuli baari shokunduye	Not Tulu
SA_TU_520	along with that santhu reveal😜	Not Tulu
SA_TU_521	ejjinda ereg jana kadapadodavu🤭🤭😜😜	Mixed
SA_TU_522	yero pander pukuli maya athendgeancha bathe mangalorens  trend song yenchi pukuli song marre	Neutral
SA_TU_523	love you bro tq	Not Tulu
SA_TU_524	ಧನ್ಯವಾದಲು ಅಣ್ಣೆರೆ ಬಾಕಿದ ಎಪಿಸೋಡ್ ಇಜ್ಜೆ	Positive
SA_TU_525	dinesh kodavoor athu kodapadavu	Neutral
SA_TU_526	same muttappa rai voice	Positive
SA_TU_527	love pukuli ️kudlada pukuli ️	Not Tulu
SA_TU_528	edda gana inthu filimtha ganaya	Neutral
SA_TU_529	tinpina style onte change malpule melane yelle yelle tinle ❤tinpina ok anda  melane	Negative
SA_TU_530	ಬಾರಿ ಪೊರ್ಲುದ ಪದ್ಯ 🙏🙏🙏🙏❤️❤️	Positive
SA_TU_531	bro 90s vs now da video malpule atha stand up comedy	Mixed
SA_TU_532	"ಪ್ಯಾರಾಲಿಂಪಿಕ್ಸ್‌‌ದ ಹೈ ಜಂಪ್ ಗೊಬ್ಬುಡು ಬೊಳ್ಳಿದ ಪದಕೊ ಗೆಂದ್‌ದ್ ನಮ್ಮ ದೇಸೊದ ಕೊಡಿನ್ ರಾಪಾಯಿನ ಮರಿಯಪ್ಪನ್ ಮೆರೆಗ್ ಉಡಲ್‌ದಿಂಜಿ ಸೊಲ್ಮೆಲು
 
 "	Mixed
SA_TU_533	nikaleg hindu devereg bele kattuna and	Neutral
SA_TU_534	suresh anne ori nijavadula daksha thirpugarer	Mixed
SA_TU_535	ode  pothar  eth2 dina	Neutral
SA_TU_536	trailer pnpundu film yncha uppndu😅	Negative
SA_TU_537	yeath sala thootharu tuvodu pandh apundu️️️	Negative
SA_TU_538	great work mik 	Not Tulu
SA_TU_539	i just fall love with this song awesome lirycs 🥰🥰	Not Tulu
SA_TU_540	one of the best episode inchina ne contain mlple edde apnd	Not Tulu
SA_TU_541	prajwal kumar action s like aaruva  koragappa raisuper action super dialogue	Neutral
SA_TU_542	santhu is little boring	Not Tulu
SA_TU_543	e dada kori meen thinadilkka malpuva maraithi mella thinla donded thikonu dada rakase pathondhunda nik🤔😆😆😆	Neutral
SA_TU_544	mast comedy undu walter sir acting porlu	Positive
SA_TU_545	by the way santhu is bethal	Not Tulu
SA_TU_546	comment section jigga undu marre	Mixed
SA_TU_547	news anchor now tulu rapper 😎😀😀😂😎	Mixed
SA_TU_548	sikeee aath undu anna review daala improve malpodchi yenna prakaara 🤣🤣🤣🔥🔥🔥❤	Mixed
SA_TU_549	ಒರ ಕುಲ್ಲುಲ್ಲೇ ಮರೇ ಸೂಪರ್ ಆಶಾ ನ ಭಾವೆ😃	Mixed
SA_TU_550	"nasal consonant ma ಮ മ


 "	Neutral
SA_TU_551	old nataka da video upload malpole plz 🥰 padil kapikadrena ottige ithuna nataka da	Positive
SA_TU_552	ಸೂಪ್ಪರ್ ಭಾಗವತಿಗೆ ದೀರಾಜ್ sir	Not Tulu
SA_TU_553	joke ondu marre	Neutral
SA_TU_554	rocking prashamsa well said gurukiran 	Not Tulu
SA_TU_555	yepa thojavar ye santhu n 😂	Neutral
SA_TU_556	very good umesh anna	Positive
SA_TU_557	awesome sir erna expression  voice modulation tottal fun package	Not Tulu
SA_TU_558	ಕಿರಿ ಕಿರಿ ಜೋಡಿಲು ಭಾರಿ ಪುದರ್ ಬೈದೆನ್ಡ್ ತುಂಬಾ ಧನ್ಯವಾದೋಳು ನಿಗಲೆಗ್	Neutral
SA_TU_559	nekk dada pndh status paduni	Neutral
SA_TU_560	superrr super superrrrr	Positive
SA_TU_561	good voice bro🔥👌 keep it upwish you luck for your upcoming projects	Not Tulu
SA_TU_562	porlu da porlu tulu bashe	Positive
SA_TU_563	ಕನ್ನಡದಲ್ಲೂ ವೆಬ್ ಸಿರೀಸ್ ಬರ್ತಾ ಇವೆ 🥂	Positive
SA_TU_564	acting goodbut please stop double meaning jokes	Not Tulu
SA_TU_565	mastu tulu picture down load malple plzzz	Negative
SA_TU_566	hey now you should sing one tulu song	Not Tulu
SA_TU_567	kodeda  31021 shantham papam kadak police officer	Positive
SA_TU_568	love from kasaragod 💖	Not Tulu
SA_TU_569	the best show ever i have watched in my mother tongue	Not Tulu
SA_TU_570	ಬಾರಿ ಪೊರ್ಲುದ ಸಾಹಿತ್ಯ ರಚನೆ ಅಂಚನೆ ಪೊರ್ಲುದ ಗಾಯನ ಚಿತ್ರೀಕರಣ 👌👌👌❤❤❤	Positive
SA_TU_571	uff cant control 😂	Neutral
SA_TU_572	ರೋಮಾಂಚನ ಕಥೆ ಹಾಗೂ ಅಭಿನಯ ನಿರ್ದೇಶನ	Mixed
SA_TU_573	boring comedy chanagilla	Mixed
SA_TU_574	wow ajji love you  radd budle ajjj areg	Neutral
SA_TU_575	fab love from spain 😘😘😘porlu	Positive
SA_TU_576	ಒಂಜಿ ಚೂರು ಹೆಚ್ಚಿ ಕಮ್ಮಿ ಆತುಂಡ walterನ್  water ಪಂದ್ ice ಪಾಡ್ಡ್ ಪರ್ತುವೆರ್😢	Mixed
SA_TU_577	sokuda film super undu	Positive
SA_TU_578	102  ಎಂಚಿನ ಒಯ್ತಿನಿ ಮರೆ	Neutral
SA_TU_579	ranjan rockzzz comedy suprrr	Mixed
SA_TU_580	yernla copy malpujar comdy er ave erg  point 	Mixed
SA_TU_581	mangaluru famous nepali song 😂	Not Tulu
SA_TU_582	prasamsha kapu s awesome team 	Not Tulu
SA_TU_583	vijayanatha vittala shtreg la poora kalavideregla	Negative
SA_TU_584	salman k body undu adh ille	Positive
SA_TU_585	diksha mam pw mai padhi h 😀😊	Not Tulu
SA_TU_586	ನಿಮ್ಮ ವೆಬ್ ಸಿರಿಸ ಸೂಪರ್	Positive
SA_TU_587	dami xa hai	Not Tulu
SA_TU_588	after a long time ago one of my fav song omg what a choreography 😍🙏🏻❤	Not Tulu
SA_TU_589	daada karma undhu	Neutral
SA_TU_590	ayo ayo nana dada boduuuu	Neutral
SA_TU_591	poora phadle anna tundu tundu toodu toodu sakandu	Positive
SA_TU_592	chance pe chance 😂😂😂😂😂😂😂	Neutral
SA_TU_593	du top subject	Positive
SA_TU_594	suuuuurb battrena tatto porl und	Positive
SA_TU_595	vikasn driver pand daayeg panpa nikk bejar aapujade areg sambala korpana baari ahankara undu nikk🤭🤭	Negative
SA_TU_596	sav da bhai aa allu arjun na song lakaii nett annd	Neutral
SA_TU_597	last ta comidy ultimate ethnd yetelith telith saakand ye 	Mixed
SA_TU_598	superb voice sir solmelu	Positive
SA_TU_599	thank you so much ghanshyam lets start with you 	Not Tulu
SA_TU_600	dayega de raksha  leka dinappa marledi 😂😂	Neutral
SA_TU_601	really wonderful program  thanks daijiworld tv 🙏🙏🙏🙏 n walter sir	Positive
SA_TU_602	masth porlu athnd	Positive
SA_TU_603	900 bike d oith pope	Negative
SA_TU_604	randeep hooda tuyeda ayana initial gadi gadi change apuna toode bal dethone😂	Negative
SA_TU_605	nice song co dancers edde dance malder 	Positive
SA_TU_606	barsa beute song	Not Tulu
SA_TU_607	ಮರ್ಮಯೆ ಹೀರೊ ಜಾಸ್ತಿ ಕೋಮಿಡಿ	Neutral
SA_TU_608	😂super arpit anna👍 picture tuvodunde ejji 😶devere mande haal and kali review tude 😅	Negative
SA_TU_609	bale tulu lipit bareka  jai tulunad  sdm law college  16th amp 17th feb 2024  tulu script	Mixed
SA_TU_610	ajji is no moresad news	Not Tulu
SA_TU_611	zn7ib  andh aar yenna akka ne	Neutral
SA_TU_612	28 like bro the video is supet	Not Tulu
SA_TU_613	indu sauda comedy	Mixed
SA_TU_614	onje episode d 2team yencha final entrypictrs yencha	Negative
SA_TU_615	   bale tulu lipi kalpuga  	Neutral
SA_TU_616	avu recording yencha sir malder	Neutral
SA_TU_617	superb act al the best maskiri kudla👍	Positive
SA_TU_618	irna batlee song bokka making video  sakath atundu	Not Tulu
SA_TU_619	av ponnu part mldinarna pudar dada	Neutral
SA_TU_620	"ಬೊಲ್ಮಣ್ಣ್‌ಡ್

                "	Mixed
SA_TU_621	"ತುಲು ಲಿಪಿತ ಪುದರ್ ಪಲವೆ ಉದಿಪನ ಲೇಸ್

       "	Neutral
SA_TU_622	ayana pukuline erandala ora narde korle mare	Neutral
SA_TU_623	undu patera panda  😂😂😂😂	Neutral
SA_TU_624	ಇಂತಹ ಕಾಮಿಡಿಯಿಂದ ಭಾಷೆಗೂ ಅವಮಾನ	Negative
SA_TU_625	dedicate to my pukuli maya s️️️	Not Tulu
